Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1.5165822505950928,1.535223126411438,0.477583110332489,0.4427284300327301
1.1883100271224976,1.1905282735824585,0.5211753249168396,0.5051479935646057
1.1309163570404053,1.3446916341781616,0.5323492884635925,0.44465893507003784
1.1013214588165283,1.0669480562210083,0.5551110506057739,0.5900900959968567
1.0575915575027466,0.9616265892982483,0.6017381548881531,0.6447876691818237
0.9835731387138367,0.951511561870575,0.6435370445251465,0.6724581718444824
0.9520034193992615,1.2190357446670532,0.6685060262680054,0.4749034643173218
0.927682101726532,0.91248619556427,0.6760932803153992,0.6486486196517944
0.8954784274101257,1.0178879499435425,0.6927852034568787,0.5482625365257263
0.866441011428833,0.8954337239265442,0.7014760375022888,0.6196911334991455
0.8671523928642273,0.9396580457687378,0.7031314373016357,0.6113256216049194
0.8485395312309265,0.838312029838562,0.7053386569023132,0.7039896845817566
0.8447348475456238,0.767362117767334,0.710442841053009,0.7342342138290405
0.8265866041183472,0.8001276850700378,0.7185818552970886,0.7084941864013672
0.8061597347259521,0.7729761600494385,0.7276865839958191,0.7207207083702087
0.8086039423942566,1.0380302667617798,0.7348600029945374,0.607464611530304
0.7964809536933899,0.8881967663764954,0.7330666184425354,0.6724581718444824
0.7900699377059937,0.8525936007499695,0.733618438243866,0.6763191819190979
0.7848072648048401,0.8589714169502258,0.7369292378425598,0.6885457038879395
0.7673781514167786,0.7850898504257202,0.740515947341919,0.7097812294960022
