img_fName,class_label,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr
train_01944.jpeg,culex,1309.7489013671875,952.150146484375,2114.6962890625,1771.1876220703125
train_08491.jpeg,albopictus,1742.198974609375,673.3878784179688,1963.29638671875,930.0755004882812
train_08396.jpeg,culex,624.63427734375,936.7860717773438,1361.159912109375,1620.7274169921875
train_04082.jpeg,culex,32.13994216918945,256.6070251464844,498.9612731933594,623.1806640625
train_05915.jpeg,albopictus,584.4896240234375,1625.939453125,1353.993408203125,2243.467529296875
train_07890.jpeg,culex,250.0936737060547,608.8051147460938,360.72186279296875,698.587646484375
train_05808.jpeg,culex,284.7358093261719,546.3345336914062,610.167236328125,929.837890625
train_06581.jpeg,albopictus,60.445594787597656,216.7770538330078,530.11474609375,578.9007568359375
train_05255.jpeg,culex,2102.989013671875,1083.492431640625,2584.69921875,1555.3668212890625
train_05770.jpeg,culex,1004.5050659179688,381.26690673828125,1285.64208984375,583.30859375
train_06671.jpeg,culex,253.910888671875,401.40753173828125,578.2190551757812,847.91748046875
train_03428.jpeg,culex,421.80267333984375,846.3592529296875,564.8568115234375,1008.931396484375
train_01768.jpeg,albopictus,274.50921630859375,400.9784851074219,1332.30029296875,1066.731689453125
train_06580.jpeg,culex,238.10215759277344,802.6897583007812,747.1636352539062,1062.9364013671875
train_06851.jpeg,albopictus,1433.1072998046875,1740.4754638671875,1855.492431640625,2074.927734375
train_03404.jpeg,albopictus,325.0354309082031,171.60858154296875,626.8405151367188,501.9294738769531
train_09480.jpeg,albopictus,226.8339385986328,586.8155517578125,320.79998779296875,701.6355590820312
train_01862.jpeg,culex,1540.5374755859375,2075.791015625,1948.0938720703125,2580.65576171875
train_05236.jpeg,culiseta,831.6666870117188,1855.7086181640625,1299.5570068359375,2357.445556640625
train_07963.jpeg,albopictus,245.19444274902344,58.44816207885742,683.4093017578125,569.4610595703125
train_08300.jpeg,culex,0.0,474.5954284667969,2988.828857421875,4032.0
train_07559.jpeg,culex,842.7778930664062,1331.2056884765625,2074.414794921875,2443.173583984375
train_06362.jpeg,culiseta,185.26119995117188,389.846923828125,589.1112060546875,964.9129028320312
train_08504.jpeg,albopictus,98.08161163330078,306.54156494140625,557.4898681640625,824.1326904296875
train_01280.jpeg,albopictus,357.2928161621094,228.54107666015625,1874.6141357421875,1464.1905517578125
train_07711.jpeg,culex,236.0659637451172,440.933837890625,552.0474243164062,697.0240478515625
train_08544.jpeg,culex,1019.84130859375,1249.037109375,2022.72216796875,2317.857177734375
train_04487.jpeg,albopictus,1159.093994140625,1487.112060546875,2221.5693359375,2652.387939453125
train_08769.jpeg,albopictus,502.181884765625,344.1526184082031,754.1069946289062,707.4373779296875
train_04136.jpeg,albopictus,275.0177917480469,278.1948547363281,617.54248046875,672.7351684570312
train_08536.jpeg,culex,194.81405639648438,356.0862121582031,703.0278930664062,936.9089965820312
train_02115.jpeg,culex,355.9731140136719,688.9487915039062,513.3333740234375,815.6736450195312
train_06031.jpeg,albopictus,1675.2628173828125,1131.5909423828125,1934.822021484375,1379.7183837890625
train_09394.jpeg,albopictus,703.1949462890625,843.2040405273438,1709.6591796875,1774.86328125
train_01696.jpeg,albopictus,357.0992736816406,548.4902954101562,699.0634155273438,923.1570434570312
train_05061.jpeg,culex,305.6253967285156,516.5833129882812,651.072021484375,824.4810180664062
train_02257.jpeg,albopictus,808.4597778320312,1499.090087890625,1960.6728515625,2573.78125
train_01005.jpeg,albopictus,367.7164001464844,1042.09814453125,1820.55224609375,2798.18310546875
train_03338.jpeg,albopictus,832.4833374023438,884.870361328125,2031.441162109375,2437.5078125
train_03528.jpeg,culex,278.18475341796875,825.684326171875,764.1102905273438,1247.1824951171875
train_10127.jpeg,japonicus-koreicus,285.9621276855469,647.674072265625,558.1710815429688,873.3751220703125
train_02184.jpeg,albopictus,1197.031494140625,2238.9140625,2412.07080078125,3629.3271484375
train_05284.jpeg,japonicus-koreicus,1426.8426513671875,636.4625244140625,2892.41796875,1477.9559326171875
train_00647.jpeg,culex,460.0824279785156,479.48822021484375,657.1407470703125,712.7081298828125
train_03523.jpeg,albopictus,425.2690124511719,1206.0606689453125,2398.914794921875,3336.232421875
train_08325.jpeg,culex,1756.1234130859375,930.7608642578125,2317.87109375,1361.708251953125
train_06899.jpeg,culex,465.7058410644531,1071.8206787109375,637.1559448242188,1244.1937255859375
train_09218.jpeg,culex,438.4349670410156,623.7547607421875,724.2852783203125,863.1935424804688
train_00281.jpeg,culex,996.7533569335938,1436.9619140625,1799.3858642578125,2580.091552734375
train_10101.jpeg,culex,1335.6185302734375,1462.4110107421875,1592.7022705078125,1809.840576171875
train_04175.jpeg,culex,509.4789123535156,143.35279846191406,1131.537353515625,752.6116943359375
train_02528.jpeg,albopictus,240.04730224609375,9.64068603515625,1413.12255859375,1536.0
train_08709.jpeg,albopictus,0.5558784008026123,94.52347564697266,341.4492492675781,721.03857421875
train_09361.jpeg,culiseta,235.28042602539062,111.36394500732422,731.0159301757812,648.924072265625
train_09977.jpeg,culiseta,575.6463012695312,1091.71142578125,1246.8284912109375,1773.8782958984375
train_02955.jpeg,albopictus,930.23828125,1736.310546875,1243.986572265625,2123.93017578125
